subject,trial,image,time,Fixation POG X,Fixation POG Y,Fixation POG time since calibration,Fixation POG duration,Fixation POG ID,Valid POG fixation?,Best POG X,Best POG Y,Valid Best POG fixation?
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.54916,0.50676,0.63006,10.89202,0.65713,3709,1,0.55139,0.63575,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.56578,0.50782,0.63020,10.89202,0.67375,3709,1,0.55139,0.63575,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.58232,0.50777,0.62837,10.89202,0.69029,3709,1,0.50566,0.55175,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.59882,0.50777,0.62742,10.89202,0.70679,3709,1,0.50749,0.58654,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.61515,0.51099,0.59953,10.89202,0.70679,3709,0,0.50749,0.58654,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.63165,0.51696,0.61927,10.89202,0.70679,3709,0,0.52294,0.63901,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.64810,0.51804,0.63002,10.89202,0.70679,3709,0,0.52020,0.65153,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.66449,0.51858,0.63540,11.61515,0.04935,3710,1,0.52020,0.65153,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.68090,0.52162,0.64112,11.61515,0.06575,3710,1,0.53378,0.66400,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.69739,0.52046,0.64733,11.61515,0.08224,3710,1,0.51466,0.67838,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.71375,0.51963,0.65177,11.61515,0.09861,3710,1,0.51466,0.67838,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.73018,0.52174,0.64256,11.61515,0.11503,3710,1,0.53649,0.57811,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.74667,0.52168,0.64109,11.61515,0.13153,3710,1,0.52117,0.62933,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.76303,0.52163,0.63991,11.61515,0.14789,3710,1,0.52117,0.62933,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.77951,0.52113,0.63723,11.61515,0.16436,3710,1,0.51618,0.61044,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.79597,0.52110,0.63558,11.61515,0.18083,3710,1,0.52081,0.61732,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.81238,0.52108,0.63417,11.61515,0.19724,3710,1,0.52081,0.61732,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.82862,0.52159,0.63374,11.61515,0.21348,3710,1,0.52813,0.62819,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.84524,0.52105,0.63296,11.61515,0.23010,3710,1,0.51349,0.62200,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.86165,0.52057,0.63228,11.61515,0.24651,3710,1,0.51349,0.62200,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.87795,0.52071,0.63398,11.61515,0.26280,3710,1,0.52297,0.66132,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.89454,0.52080,0.63545,11.61515,0.27939,3710,1,0.52227,0.66037,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.91093,0.52088,0.63676,11.61515,0.29579,3710,1,0.52227,0.66037,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.92726,0.52103,0.63884,11.61515,0.31212,3710,1,0.52401,0.67833,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.94375,0.52070,0.63827,11.61515,0.32860,3710,1,0.51402,0.62692,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.96006,0.52040,0.63776,11.61515,0.34491,3710,1,0.51402,0.62692,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.97660,0.51943,0.63909,11.61515,0.36145,3710,1,0.49816,0.66837,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,11.99295,0.51910,0.63942,11.61515,0.37780,3710,1,0.51151,0.64706,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.00941,0.51880,0.63973,11.61515,0.39426,3710,1,0.51151,0.64706,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.02584,0.51771,0.63975,11.61515,0.41069,3710,1,0.49065,0.64028,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.04207,0.51800,0.63818,11.61515,0.42692,3710,1,0.52534,0.59752,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.05849,0.51826,0.63673,11.61515,0.44335,3710,1,0.52534,0.59752,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.07492,0.51788,0.63739,11.61515,0.45977,3710,1,0.50729,0.65575,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.09142,0.51775,0.63676,11.61515,0.47628,3710,1,0.51404,0.61855,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.10790,0.51763,0.63617,11.61515,0.49275,3710,1,0.51404,0.61855,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.12426,0.51720,0.63532,11.61515,0.50911,3710,1,0.50370,0.60887,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.14061,0.51641,0.63335,11.61515,0.52547,3710,1,0.49121,0.57029,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.15703,0.51567,0.63149,11.61515,0.54189,3710,1,0.49121,0.57029,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.17366,0.51533,0.63087,11.61515,0.55851,3710,1,0.50367,0.60980,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.19004,0.51521,0.63029,11.61515,0.57490,3710,1,0.51119,0.60974,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.20644,0.51510,0.62973,11.61515,0.59130,3710,1,0.51119,0.60974,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.22285,0.51460,0.62899,11.61515,0.60770,3710,1,0.49616,0.60153,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.23932,0.51432,0.62865,11.61515,0.62417,3710,1,0.50349,0.61596,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.25574,0.51405,0.62834,11.61515,0.64059,3710,1,0.50349,0.61596,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.27208,0.51392,0.62798,11.61515,0.65694,3710,1,0.50873,0.61352,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.28847,0.50115,0.60500,11.61515,0.65694,3710,0,0.47577,0.61576,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.30500,0.48846,0.61038,11.61515,0.65694,3710,0,0.47577,0.61576,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.32142,0.49095,0.60715,11.61515,0.65694,3710,0,0.49593,0.60069,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.33773,0.49349,0.59319,12.28847,0.04926,3711,1,0.50111,0.55130,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.35429,0.49502,0.58481,12.28847,0.06583,3711,1,0.50111,0.55130,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.37062,0.49776,0.58559,12.28847,0.08215,3711,1,0.51150,0.58950,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.38703,0.50213,0.58377,12.28847,0.09856,3711,1,0.52833,0.57286,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.40344,0.50527,0.58292,12.28847,0.11497,3711,1,0.52728,0.57691,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.42000,0.50635,0.58074,12.28847,0.13153,3711,1,0.51500,0.56330,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.43661,0.50690,0.57855,12.28847,0.14814,3711,1,0.51182,0.55887,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.45331,0.50726,0.57716,12.28847,0.16484,3711,1,0.51082,0.56329,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.46973,0.50805,0.57696,12.28847,0.18126,3711,1,0.51682,0.57470,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.48724,0.50977,0.57792,12.28847,0.19878,3711,1,0.53033,0.58946,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.50247,0.51116,0.57904,12.28847,0.21400,3711,1,0.52924,0.59360,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.51870,0.51108,0.58076,12.28847,0.23023,3711,1,0.51000,0.60482,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.53509,0.51074,0.58129,12.28847,0.24662,3711,1,0.50559,0.58927,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.55158,0.51038,0.58201,12.28847,0.26311,3711,1,0.50461,0.59358,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.56797,0.50976,0.58182,12.28847,0.27950,3711,1,0.49919,0.57854,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.58457,0.50858,0.58363,12.28847,0.29610,3711,1,0.48734,0.61615,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.60104,0.50747,0.58547,12.28847,0.31257,3711,1,0.48636,0.62044,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.61747,0.50699,0.58724,12.28847,0.32900,3711,1,0.49739,0.62276,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.63376,0.50661,0.59126,12.28847,0.34529,3711,1,0.49870,0.67567,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.65019,0.50627,0.59493,12.28847,0.36172,3711,1,0.49870,0.67567,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.66662,0.50585,0.59685,12.28847,0.37815,3711,1,0.49638,0.64089,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.68299,0.50509,0.59760,12.28847,0.39452,3711,1,0.48679,0.61572,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.69945,0.50439,0.59830,12.28847,0.41098,3711,1,0.48679,0.61572,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.71587,0.49487,0.62534,12.28847,0.41098,3711,0,0.49061,0.65970,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.73226,0.49140,0.63250,12.28847,0.41098,3711,0,0.48793,0.63965,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.74873,0.49059,0.63350,12.28847,0.41098,3711,0,0.48897,0.63552,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.76502,0.49296,0.63826,12.71587,0.04915,3712,1,0.50007,0.65254,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.78160,0.49383,0.63873,12.71587,0.06573,3712,1,0.49729,0.64062,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.79814,0.49456,0.63834,12.71587,0.08227,3712,1,0.49824,0.63638,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.81440,0.49209,0.63604,12.71587,0.09853,3712,1,0.47729,0.62226,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.83089,0.49065,0.63331,12.71587,0.11503,3712,1,0.48051,0.61419,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.84729,0.48962,0.63071,12.71587,0.13143,3712,1,0.48139,0.60986,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.86379,0.48896,0.63106,12.71587,0.14792,3712,1,0.48301,0.63421,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.88022,0.48898,0.62623,12.71587,0.16435,3712,1,0.48927,0.57800,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.89662,0.48908,0.62185,12.71587,0.18076,3712,1,0.49016,0.57366,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.91303,0.48928,0.61821,12.71587,0.19717,3712,1,0.49166,0.57445,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.92946,0.48938,0.61734,12.71587,0.21359,3712,1,0.49070,0.60603,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.94589,0.48953,0.61630,12.71587,0.23003,3712,1,0.49157,0.60173,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.96235,0.48995,0.61309,12.71587,0.24648,3712,1,0.49635,0.56501,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.97870,0.49011,0.60942,12.71587,0.26284,3712,1,0.49268,0.55074,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,12.99523,0.49026,0.60616,12.71587,0.27936,3712,1,0.49268,0.55074,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.01160,0.49001,0.60482,12.71587,0.29573,3712,1,0.48550,0.58067,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.02803,0.48952,0.60223,12.71587,0.31217,3712,1,0.48030,0.55307,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.04448,0.48908,0.59989,12.71587,0.32861,3712,1,0.48030,0.55307,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.06094,0.48849,0.57557,12.71587,0.32861,3712,0,0.48069,0.61967,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.07730,0.49011,0.56474,12.71587,0.32861,3712,0,0.49173,0.55390,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.09437,0.49065,0.56113,12.71587,0.32861,3712,0,0.49173,0.55390,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.11019,0.48860,0.56358,13.06094,0.04926,3713,1,0.48243,0.57093,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.12657,0.48857,0.56634,13.06094,0.06563,3713,1,0.48847,0.57739,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.14288,0.48855,0.56818,13.06094,0.08194,3713,1,0.48847,0.57739,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.15935,0.48714,0.56657,13.06094,0.09842,3713,1,0.47863,0.55689,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.17583,0.48669,0.57187,13.06094,0.11489,3713,1,0.48356,0.60895,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.19221,0.48634,0.57599,13.06094,0.13127,3713,1,0.48356,0.60895,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.20864,0.48650,0.57496,13.06094,0.14771,3713,1,0.48794,0.56571,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.22508,0.48633,0.57125,13.06094,0.16414,3713,1,0.48456,0.53412,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.24149,0.48618,0.56815,13.06094,0.18056,3713,1,0.48456,0.53412,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.25791,0.48570,0.56829,13.06094,0.19698,3713,1,0.47999,0.56994,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.27439,0.48510,0.56920,13.06094,0.21346,3713,1,0.47730,0.58104,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.29078,0.48458,0.56999,13.06094,0.22984,3713,1,0.47730,0.58104,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.30722,0.48468,0.56904,13.06094,0.24628,3713,1,0.48608,0.55482,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.32368,0.48496,0.56939,13.06094,0.26275,3713,1,0.48944,0.57502,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.34010,0.48520,0.56970,13.06094,0.27917,3713,1,0.48944,0.57502,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.35655,0.48483,0.56919,13.06094,0.29562,3713,1,0.47806,0.55999,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.37304,0.48515,0.56709,13.06094,0.31211,3713,1,0.49134,0.52705,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.38935,0.48545,0.56518,13.06094,0.32841,3713,1,0.49134,0.52705,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.40592,0.48514,0.56637,13.06094,0.34498,3713,1,0.47869,0.59136,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.42229,0.48495,0.56536,13.06094,0.36135,3713,1,0.48073,0.54314,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.43870,0.48477,0.56443,13.06094,0.37777,3713,1,0.48073,0.54314,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.45514,0.48468,0.56473,13.06094,0.39421,3713,1,0.48252,0.57190,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.47154,0.48439,0.56466,13.06094,0.41061,3713,1,0.47700,0.56283,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.48798,0.48411,0.56459,13.06094,0.42704,3713,1,0.47700,0.56283,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.50451,0.48411,0.56572,13.06094,0.44358,3713,1,0.48408,0.59616,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.52095,0.48471,0.56521,13.06094,0.46002,3713,1,0.50133,0.55093,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.53732,0.48526,0.56473,13.06094,0.47638,3713,1,0.50133,0.55093,1
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,13.55389,0.48547,0.56508,13.06094,0.49295,3713,1,0.49177,0.57534,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.01591,0.47870,0.59700,14.27638,0.69008,3715,0,0.47720,0.58556,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.03236,0.47539,0.59613,14.98282,0.04954,3716,1,0.46547,0.59353,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.04873,0.48174,0.60065,14.98282,0.06591,3716,1,0.50714,0.61873,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.06514,0.48597,0.60366,14.98282,0.08232,3716,1,0.50714,0.61873,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.08162,0.48869,0.60584,14.98282,0.09880,3716,1,0.50499,0.61887,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.09800,0.48932,0.61128,14.98282,0.11517,3716,1,0.49372,0.64938,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.11444,0.48981,0.61551,14.98282,0.13161,3716,1,0.49372,0.64938,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.13091,0.49075,0.61765,14.98282,0.14809,3716,1,0.49928,0.63684,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.14730,0.49183,0.61769,14.98282,0.16448,3716,1,0.50261,0.61812,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.16381,0.49273,0.61773,14.98282,0.18098,3716,1,0.50261,0.61812,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.18024,0.49152,0.61353,14.98282,0.19741,3716,1,0.47697,0.56322,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.19664,0.49045,0.61056,14.98282,0.21382,3716,1,0.47658,0.57192,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.21308,0.48953,0.60799,14.98282,0.23026,3716,1,0.47658,0.57192,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.22946,0.48960,0.60605,14.98282,0.24664,3716,1,0.49076,0.57700,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.24588,0.48930,0.60570,14.98282,0.26305,3716,1,0.48451,0.60012,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.26227,0.48904,0.60539,14.98282,0.27944,3716,1,0.48451,0.60012,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.27867,0.48832,0.60384,14.98282,0.29585,3716,1,0.47540,0.57586,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.29519,0.48756,0.60270,14.98282,0.31236,3716,1,0.47316,0.58108,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.31164,0.48688,0.60167,14.98282,0.32882,3716,1,0.47316,0.58108,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.32801,0.48665,0.60231,14.98282,0.34518,3716,1,0.48183,0.61569,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.34443,0.48644,0.60313,14.98282,0.36160,3716,1,0.48182,0.62131,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.36096,0.48625,0.60389,14.98282,0.37814,3716,1,0.48182,0.62131,1
s998,2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,15.37734,0.48694,0.60470,14.98282,0.39452,3716,1,0.50361,0.62403,1
