subject,trial,image,tracking data
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.63376"" FPOGX=""0.50661"" FPOGY=""0.59126"" FPOGS=""12.28847"" FPOGD=""0.34529"" FPOGID=""3711"" FPOGV=""1"" BPOGX=""0.49870"" BPOGY=""0.67567"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.65019"" FPOGX=""0.50627"" FPOGY=""0.59493"" FPOGS=""12.28847"" FPOGD=""0.36172"" FPOGID=""3711"" FPOGV=""1"" BPOGX=""0.49870"" BPOGY=""0.67567"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.66662"" FPOGX=""0.50585"" FPOGY=""0.59685"" FPOGS=""12.28847"" FPOGD=""0.37815"" FPOGID=""3711"" FPOGV=""1"" BPOGX=""0.49638"" BPOGY=""0.64089"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.68299"" FPOGX=""0.50509"" FPOGY=""0.59760"" FPOGS=""12.28847"" FPOGD=""0.39452"" FPOGID=""3711"" FPOGV=""1"" BPOGX=""0.48679"" BPOGY=""0.61572"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.69945"" FPOGX=""0.50439"" FPOGY=""0.59830"" FPOGS=""12.28847"" FPOGD=""0.41098"" FPOGID=""3711"" FPOGV=""1"" BPOGX=""0.48679"" BPOGY=""0.61572"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.71587"" FPOGX=""0.49487"" FPOGY=""0.62534"" FPOGS=""12.28847"" FPOGD=""0.41098"" FPOGID=""3711"" FPOGV=""0"" BPOGX=""0.49061"" BPOGY=""0.65970"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.73226"" FPOGX=""0.49140"" FPOGY=""0.63250"" FPOGS=""12.28847"" FPOGD=""0.41098"" FPOGID=""3711"" FPOGV=""0"" BPOGX=""0.48793"" BPOGY=""0.63965"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.74873"" FPOGX=""0.49059"" FPOGY=""0.63350"" FPOGS=""12.28847"" FPOGD=""0.41098"" FPOGID=""3711"" FPOGV=""0"" BPOGX=""0.48897"" BPOGY=""0.63552"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.76502"" FPOGX=""0.49296"" FPOGY=""0.63826"" FPOGS=""12.71587"" FPOGD=""0.04915"" FPOGID=""3712"" FPOGV=""1"" BPOGX=""0.50007"" BPOGY=""0.65254"" BPOGV=""1"" />
"
s998,1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,"<REC TIME=""12.78160"" FPOGX=""0.49383"" FPOGY=""0.63873"" FPOGS=""12.71587"" FPOGD=""0.06573"" FPOGID=""3712"" FPOGV=""1"" BPOGX=""0.49729"" BPOGY=""0.64062"" BPOGV=""1"" />
"
