trial,image,time,Fixation POG X,Fixation POG Y,Fixation POG time since calibration,Fixation POG duration,Fixation POG ID,Valid POG fixation?,Best POG X,Best POG Y,Valid Best POG fixation?
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.30783,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.32421,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.34042,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.35714,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.37348,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.38988,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.40631,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.42283,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.43923,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.45573,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.47224,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.48855,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.50497,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.52140,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.53787,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.55420,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.57069,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.58714,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.60358,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.62000,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.63630,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.65278,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.66904,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.68587,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.70213,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.71936,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.73500,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.75137,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.76780,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.78431,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.80073,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.81713,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.83355,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.84994,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.86639,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.88289,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.89928,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.91572,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.93213,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.94850,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.96500,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.98145,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,15.99767,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.01430,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.03066,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.04792,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.06357,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.08001,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.09663,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.11285,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.12925,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.14574,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.16222,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.17863,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
1,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_1d2.jpg,16.19515,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.77200,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.78836,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.80485,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.82129,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
